Time_(hours),Parent_Population,Daughter_Population,Granddaughter_Population
1979.,10.8521,957.4377,999031.6250
1980.,10.7896,953.5582,999035.8125
1981.,10.7274,949.6935,999039.5625
1982.,10.6657,945.8450,999043.5000
1983.,10.6042,942.0123,999047.5000
1984.,10.5432,938.1949,999051.1875
1985.,10.4824,934.3918,999055.1875
1986.,10.4221,930.6052,999058.8750
1987.,10.3620,926.8337,999062.8750
1988.,10.3024,923.0765,999066.5625
1989.,10.2430,919.3354,999070.3125
1990.,10.1840,915.6093,999074.2500
1991.,10.1254,911.8981,999078.0000
1992.,10.0671,908.2010,999081.9375
1993.,10.0091,904.5198,999085.4375
1994.,9.9514,900.8533,999089.1250
1995.,9.8941,897.2007,999092.8750
1996.,9.8371,893.5638,999096.5625
1997.,9.7805,889.9414,999100.3125
1998.,9.7241,886.3327,999104.0625
1999.,9.6681,882.7396,999107.5000
